Start Week,End Week,MMWRyear,MMWRweek,Jurisdiction,Age Group,COVID-19 Deaths,Pneumonia Deaths,Influenza Deaths
08/22/2021,08/28/2021,2021,34,Massachusetts,All Ages,50.0,97.0,0.0
08/22/2021,08/28/2021,2021,34,Massachusetts,0-17 years,0.0,0.0,0.0
08/22/2021,08/28/2021,2021,34,Massachusetts,18-64 years,12.0,18.0,0.0
08/22/2021,08/28/2021,2021,34,Massachusetts,65 years and over,38.0,79.0,0.0
08/22/2021,08/28/2021,2021,34,Michigan,All Ages,110.0,143.0,0.0
08/22/2021,08/28/2021,2021,34,Michigan,0-17 years,0.0,,0.0
08/22/2021,08/28/2021,2021,34,Michigan,18-64 years,38.0,28.0,0.0
08/22/2021,08/28/2021,2021,34,Michigan,65 years and over,72.0,113.0,0.0
08/22/2021,08/28/2021,2021,34,Minnesota,All Ages,56.0,74.0,
08/22/2021,08/28/2021,2021,34,Minnesota,0-17 years,0.0,,0.0
08/22/2021,08/28/2021,2021,34,Minnesota,18-64 years,14.0,11.0,
08/22/2021,08/28/2021,2021,34,Minnesota,65 years and over,42.0,62.0,0.0
08/22/2021,08/28/2021,2021,34,Mississippi,All Ages,333.0,227.0,
08/22/2021,08/28/2021,2021,34,Mississippi,0-17 years,,,0.0
08/22/2021,08/28/2021,2021,34,Mississippi,18-64 years,163.0,96.0,
08/22/2021,08/28/2021,2021,34,Mississippi,65 years and over,169.0,130.0,
08/22/2021,08/28/2021,2021,34,Missouri,All Ages,328.0,247.0,0.0
08/22/2021,08/28/2021,2021,34,Missouri,0-17 years,,0.0,0.0
08/22/2021,08/28/2021,2021,34,Missouri,18-64 years,131.0,90.0,0.0
08/22/2021,08/28/2021,2021,34,Missouri,65 years and over,195.0,157.0,0.0
08/22/2021,08/28/2021,2021,34,Montana,All Ages,41.0,42.0,0.0
08/22/2021,08/28/2021,2021,34,Montana,0-17 years,0.0,0.0,0.0
08/22/2021,08/28/2021,2021,34,Montana,18-64 years,13.0,14.0,0.0
08/22/2021,08/28/2021,2021,34,Montana,65 years and over,28.0,28.0,0.0
08/22/2021,08/28/2021,2021,34,Nebraska,All Ages,38.0,50.0,0.0
08/22/2021,08/28/2021,2021,34,Nebraska,0-17 years,0.0,0.0,0.0
08/22/2021,08/28/2021,2021,34,Nebraska,18-64 years,18.0,16.0,0.0
08/22/2021,08/28/2021,2021,34,Nebraska,65 years and over,20.0,34.0,0.0
08/22/2021,08/28/2021,2021,34,Nevada,All Ages,170.0,163.0,0.0
08/22/2021,08/28/2021,2021,34,Nevada,0-17 years,0.0,0.0,0.0
08/22/2021,08/28/2021,2021,34,Nevada,18-64 years,68.0,56.0,0.0
08/22/2021,08/28/2021,2021,34,Nevada,65 years and over,102.0,107.0,0.0
08/22/2021,08/28/2021,2021,34,New Hampshire,All Ages,17.0,23.0,0.0
08/22/2021,08/28/2021,2021,34,New Hampshire,0-17 years,0.0,,0.0
08/22/2021,08/28/2021,2021,34,New Hampshire,18-64 years,,,0.0
08/22/2021,08/28/2021,2021,34,New Hampshire,65 years and over,13.0,19.0,0.0
08/22/2021,08/28/2021,2021,34,New Jersey,All Ages,111.0,121.0,0.0
08/22/2021,08/28/2021,2021,34,New Jersey,0-17 years,,,0.0
08/22/2021,08/28/2021,2021,34,New Jersey,18-64 years,28.0,28.0,0.0
08/22/2021,08/28/2021,2021,34,New Jersey,65 years and over,82.0,91.0,0.0
08/22/2021,08/28/2021,2021,34,New Mexico,All Ages,76.0,57.0,0.0
08/22/2021,08/28/2021,2021,34,New Mexico,0-17 years,0.0,0.0,0.0
08/22/2021,08/28/2021,2021,34,New Mexico,18-64 years,37.0,23.0,0.0
08/22/2021,08/28/2021,2021,34,New Mexico,65 years and over,39.0,34.0,0.0
08/22/2021,08/28/2021,2021,34,New York,All Ages,138.0,205.0,
08/22/2021,08/28/2021,2021,34,New York,0-17 years,,0.0,0.0
08/22/2021,08/28/2021,2021,34,New York,18-64 years,39.0,45.0,0.0
08/22/2021,08/28/2021,2021,34,New York,65 years and over,98.0,160.0,
08/22/2021,08/28/2021,2021,34,New York City,All Ages,76.0,98.0,
08/22/2021,08/28/2021,2021,34,New York City,0-17 years,0.0,0.0,0.0
08/22/2021,08/28/2021,2021,34,New York City,18-64 years,28.0,27.0,0.0
08/22/2021,08/28/2021,2021,34,New York City,65 years and over,48.0,71.0,
08/22/2021,08/28/2021,2021,34,North Carolina,All Ages,518.0,450.0,
08/22/2021,08/28/2021,2021,34,North Carolina,0-17 years,0.0,,0.0
08/22/2021,08/28/2021,2021,34,North Carolina,18-64 years,222.0,173.0,0.0
08/22/2021,08/28/2021,2021,34,North Carolina,65 years and over,296.0,276.0,
08/22/2021,08/28/2021,2021,34,North Dakota,All Ages,,17.0,0.0
08/22/2021,08/28/2021,2021,34,North Dakota,0-17 years,0.0,0.0,0.0
08/22/2021,08/28/2021,2021,34,North Dakota,18-64 years,,,0.0
08/22/2021,08/28/2021,2021,34,North Dakota,65 years and over,,13.0,0.0
08/22/2021,08/28/2021,2021,34,Ohio,All Ages,257.0,237.0,0.0
08/22/2021,08/28/2021,2021,34,Ohio,0-17 years,0.0,0.0,0.0
08/22/2021,08/28/2021,2021,34,Ohio,18-64 years,82.0,69.0,0.0
08/22/2021,08/28/2021,2021,34,Ohio,65 years and over,175.0,168.0,0.0
08/22/2021,08/28/2021,2021,34,Oklahoma,All Ages,299.0,223.0,0.0
08/22/2021,08/28/2021,2021,34,Oklahoma,0-17 years,0.0,0.0,0.0
08/22/2021,08/28/2021,2021,34,Oklahoma,18-64 years,128.0,87.0,0.0
08/22/2021,08/28/2021,2021,34,Oklahoma,65 years and over,171.0,136.0,0.0
08/22/2021,08/28/2021,2021,34,Oregon,All Ages,198.0,124.0,0.0
08/22/2021,08/28/2021,2021,34,Oregon,0-17 years,0.0,0.0,0.0
08/22/2021,08/28/2021,2021,34,Oregon,18-64 years,62.0,40.0,0.0
08/22/2021,08/28/2021,2021,34,Oregon,65 years and over,136.0,84.0,0.0
08/22/2021,08/28/2021,2021,34,Pennsylvania,All Ages,193.0,217.0,0.0
08/22/2021,08/28/2021,2021,34,Pennsylvania,0-17 years,0.0,,0.0
08/22/2021,08/28/2021,2021,34,Pennsylvania,18-64 years,57.0,55.0,0.0
08/22/2021,08/28/2021,2021,34,Pennsylvania,65 years and over,136.0,161.0,0.0
08/22/2021,08/28/2021,2021,34,Rhode Island,All Ages,12.0,15.0,0.0
08/22/2021,08/28/2021,2021,34,Rhode Island,0-17 years,0.0,0.0,0.0
08/22/2021,08/28/2021,2021,34,Rhode Island,18-64 years,,,0.0
08/22/2021,08/28/2021,2021,34,Rhode Island,65 years and over,10.0,14.0,0.0
08/22/2021,08/28/2021,2021,34,South Carolina,All Ages,375.0,261.0,0.0
08/22/2021,08/28/2021,2021,34,South Carolina,0-17 years,0.0,0.0,0.0
08/22/2021,08/28/2021,2021,34,South Carolina,18-64 years,175.0,102.0,0.0
08/22/2021,08/28/2021,2021,34,South Carolina,65 years and over,200.0,159.0,0.0
08/22/2021,08/28/2021,2021,34,South Dakota,All Ages,13.0,14.0,0.0
08/22/2021,08/28/2021,2021,34,South Dakota,0-17 years,0.0,0.0,0.0
08/22/2021,08/28/2021,2021,34,South Dakota,18-64 years,,,0.0
08/22/2021,08/28/2021,2021,34,South Dakota,65 years and over,,,0.0
08/22/2021,08/28/2021,2021,34,Tennessee,All Ages,509.0,396.0,0.0
08/22/2021,08/28/2021,2021,34,Tennessee,0-17 years,,0.0,0.0
08/22/2021,08/28/2021,2021,34,Tennessee,18-64 years,214.0,155.0,0.0
08/22/2021,08/28/2021,2021,34,Tennessee,65 years and over,294.0,241.0,0.0
08/22/2021,08/28/2021,2021,34,Texas,All Ages,2219.0,1640.0,
08/22/2021,08/28/2021,2021,34,Texas,0-17 years,,,0.0
08/22/2021,08/28/2021,2021,34,Texas,18-64 years,1091.0,744.0,
08/22/2021,08/28/2021,2021,34,Texas,65 years and over,1125.0,894.0,
08/22/2021,08/28/2021,2021,34,Utah,All Ages,60.0,38.0,0.0
08/22/2021,08/28/2021,2021,34,Utah,0-17 years,,,0.0
08/22/2021,08/28/2021,2021,34,Utah,18-64 years,22.0,12.0,0.0
08/22/2021,08/28/2021,2021,34,Utah,65 years and over,37.0,25.0,0.0
08/22/2021,08/28/2021,2021,34,Vermont,All Ages,,,0.0
08/22/2021,08/28/2021,2021,34,Vermont,0-17 years,0.0,0.0,0.0
08/22/2021,08/28/2021,2021,34,Vermont,18-64 years,,,0.0
08/22/2021,08/28/2021,2021,34,Vermont,65 years and over,,,0.0
08/22/2021,08/28/2021,2021,34,Virginia,All Ages,186.0,144.0,0.0
08/22/2021,08/28/2021,2021,34,Virginia,0-17 years,0.0,,0.0
08/22/2021,08/28/2021,2021,34,Virginia,18-64 years,66.0,33.0,0.0
08/22/2021,08/28/2021,2021,34,Virginia,65 years and over,120.0,110.0,0.0
08/22/2021,08/28/2021,2021,34,Washington,All Ages,200.0,208.0,0.0
08/22/2021,08/28/2021,2021,34,Washington,0-17 years,,,0.0
08/22/2021,08/28/2021,2021,34,Washington,18-64 years,76.0,72.0,0.0
08/22/2021,08/28/2021,2021,34,Washington,65 years and over,123.0,135.0,0.0
08/22/2021,08/28/2021,2021,34,West Virginia,All Ages,77.0,73.0,0.0
08/22/2021,08/28/2021,2021,34,West Virginia,0-17 years,0.0,0.0,0.0
08/22/2021,08/28/2021,2021,34,West Virginia,18-64 years,18.0,17.0,0.0
08/22/2021,08/28/2021,2021,34,West Virginia,65 years and over,59.0,56.0,0.0
08/22/2021,08/28/2021,2021,34,Wisconsin,All Ages,109.0,83.0,0.0
08/22/2021,08/28/2021,2021,34,Wisconsin,0-17 years,0.0,,0.0
08/22/2021,08/28/2021,2021,34,Wisconsin,18-64 years,41.0,24.0,0.0
08/22/2021,08/28/2021,2021,34,Wisconsin,65 years and over,68.0,58.0,0.0
08/22/2021,08/28/2021,2021,34,Wyoming,All Ages,31.0,24.0,0.0
08/22/2021,08/28/2021,2021,34,Wyoming,0-17 years,0.0,0.0,0.0
08/22/2021,08/28/2021,2021,34,Wyoming,18-64 years,,,0.0
08/22/2021,08/28/2021,2021,34,Wyoming,65 years and over,23.0,15.0,0.0
08/22/2021,08/28/2021,2021,34,HHS Region 1,All Ages,133.0,202.0,0.0
08/22/2021,08/28/2021,2021,34,HHS Region 1,0-17 years,0.0,,0.0
08/22/2021,08/28/2021,2021,34,HHS Region 1,18-64 years,36.0,42.0,0.0
08/22/2021,08/28/2021,2021,34,HHS Region 1,65 years and over,97.0,159.0,0.0
08/22/2021,08/28/2021,2021,34,HHS Region 2,All Ages,325.0,424.0,
08/22/2021,08/28/2021,2021,34,HHS Region 2,0-17 years,,,0.0
08/22/2021,08/28/2021,2021,34,HHS Region 2,18-64 years,95.0,100.0,0.0
08/22/2021,08/28/2021,2021,34,HHS Region 2,65 years and over,228.0,322.0,
08/22/2021,08/28/2021,2021,34,HHS Region 3,All Ages,557.0,560.0,0.0
08/22/2021,08/28/2021,2021,34,HHS Region 3,0-17 years,,,0.0
08/22/2021,08/28/2021,2021,34,HHS Region 3,18-64 years,184.0,142.0,0.0
08/22/2021,08/28/2021,2021,34,HHS Region 3,65 years and over,372.0,416.0,0.0
08/22/2021,08/28/2021,2021,34,HHS Region 4,All Ages,6204.0,4587.0,
08/22/2021,08/28/2021,2021,34,HHS Region 4,0-17 years,,,0.0
08/22/2021,08/28/2021,2021,34,HHS Region 4,18-64 years,2666.0,1793.0,
08/22/2021,08/28/2021,2021,34,HHS Region 4,65 years and over,3532.0,2788.0,
08/22/2021,08/28/2021,2021,34,HHS Region 5,All Ages,970.0,981.0,
08/22/2021,08/28/2021,2021,34,HHS Region 5,0-17 years,,,0.0
08/22/2021,08/28/2021,2021,34,HHS Region 5,18-64 years,309.0,259.0,
08/22/2021,08/28/2021,2021,34,HHS Region 5,65 years and over,660.0,714.0,0.0
08/22/2021,08/28/2021,2021,34,HHS Region 6,All Ages,3268.0,2360.0,
08/22/2021,08/28/2021,2021,34,HHS Region 6,0-17 years,,,0.0
08/22/2021,08/28/2021,2021,34,HHS Region 6,18-64 years,1541.0,1032.0,
08/22/2021,08/28/2021,2021,34,HHS Region 6,65 years and over,1722.0,1325.0,
08/22/2021,08/28/2021,2021,34,HHS Region 7,All Ages,529.0,440.0,
08/22/2021,08/28/2021,2021,34,HHS Region 7,0-17 years,,0.0,0.0
08/22/2021,08/28/2021,2021,34,HHS Region 7,18-64 years,208.0,148.0,0.0
08/22/2021,08/28/2021,2021,34,HHS Region 7,65 years and over,319.0,292.0,
08/22/2021,08/28/2021,2021,34,HHS Region 8,All Ages,243.0,212.0,0.0
08/22/2021,08/28/2021,2021,34,HHS Region 8,0-17 years,,,0.0
08/22/2021,08/28/2021,2021,34,HHS Region 8,18-64 years,79.0,69.0,0.0
08/22/2021,08/28/2021,2021,34,HHS Region 8,65 years and over,162.0,142.0,0.0
08/22/2021,08/28/2021,2021,34,HHS Region 9,All Ages,1456.0,1337.0,
08/22/2021,08/28/2021,2021,34,HHS Region 9,0-17 years,,,0.0
08/22/2021,08/28/2021,2021,34,HHS Region 9,18-64 years,650.0,480.0,
08/22/2021,08/28/2021,2021,34,HHS Region 9,65 years and over,804.0,854.0,0.0
08/22/2021,08/28/2021,2021,34,HHS Region 10,All Ages,489.0,397.0,0.0
08/22/2021,08/28/2021,2021,34,HHS Region 10,0-17 years,,,0.0
08/22/2021,08/28/2021,2021,34,HHS Region 10,18-64 years,174.0,137.0,0.0
08/22/2021,08/28/2021,2021,34,HHS Region 10,65 years and over,313.0,259.0,0.0
08/29/2021,09/04/2021,2021,35,United States,All Ages,15493.0,12316.0,32.0
08/29/2021,09/04/2021,2021,35,United States,0-17 years,26.0,25.0,0.0
08/29/2021,09/04/2021,2021,35,United States,18-64 years,6595.0,4723.0,13.0
08/29/2021,09/04/2021,2021,35,United States,65 years and over,8872.0,7568.0,19.0
08/29/2021,09/04/2021,2021,35,Alabama,All Ages,528.0,268.0,
08/29/2021,09/04/2021,2021,35,Alabama,0-17 years,0.0,,0.0
08/29/2021,09/04/2021,2021,35,Alabama,18-64 years,258.0,117.0,
08/29/2021,09/04/2021,2021,35,Alabama,65 years and over,270.0,150.0,0.0
08/29/2021,09/04/2021,2021,35,Alaska,All Ages,38.0,28.0,0.0
08/29/2021,09/04/2021,2021,35,Alaska,0-17 years,0.0,0.0,0.0
08/29/2021,09/04/2021,2021,35,Alaska,18-64 years,18.0,13.0,0.0
08/29/2021,09/04/2021,2021,35,Alaska,65 years and over,20.0,15.0,0.0
08/29/2021,09/04/2021,2021,35,Arizona,All Ages,279.0,247.0,
08/29/2021,09/04/2021,2021,35,Arizona,0-17 years,0.0,0.0,0.0
08/29/2021,09/04/2021,2021,35,Arizona,18-64 years,139.0,112.0,0.0
08/29/2021,09/04/2021,2021,35,Arizona,65 years and over,140.0,135.0,
08/29/2021,09/04/2021,2021,35,Arkansas,All Ages,211.0,165.0,
08/29/2021,09/04/2021,2021,35,Arkansas,0-17 years,0.0,0.0,0.0
08/29/2021,09/04/2021,2021,35,Arkansas,18-64 years,85.0,66.0,0.0
08/29/2021,09/04/2021,2021,35,Arkansas,65 years and over,126.0,99.0,
08/29/2021,09/04/2021,2021,35,California,All Ages,1100.0,1011.0,0.0
08/29/2021,09/04/2021,2021,35,California,0-17 years,,,0.0
08/29/2021,09/04/2021,2021,35,California,18-64 years,520.0,403.0,0.0
08/29/2021,09/04/2021,2021,35,California,65 years and over,579.0,607.0,0.0
08/29/2021,09/04/2021,2021,35,Colorado,All Ages,90.0,83.0,0.0
08/29/2021,09/04/2021,2021,35,Colorado,0-17 years,0.0,0.0,0.0
08/29/2021,09/04/2021,2021,35,Colorado,18-64 years,32.0,24.0,0.0
08/29/2021,09/04/2021,2021,35,Colorado,65 years and over,58.0,59.0,0.0
08/29/2021,09/04/2021,2021,35,Connecticut,All Ages,44.0,48.0,0.0
08/29/2021,09/04/2021,2021,35,Connecticut,0-17 years,0.0,0.0,0.0
08/29/2021,09/04/2021,2021,35,Connecticut,18-64 years,16.0,13.0,0.0
08/29/2021,09/04/2021,2021,35,Connecticut,65 years and over,28.0,35.0,0.0
08/29/2021,09/04/2021,2021,35,Delaware,All Ages,22.0,24.0,0.0
08/29/2021,09/04/2021,2021,35,Delaware,0-17 years,0.0,0.0,0.0
08/29/2021,09/04/2021,2021,35,Delaware,18-64 years,,,0.0
08/29/2021,09/04/2021,2021,35,Delaware,65 years and over,18.0,21.0,0.0
08/29/2021,09/04/2021,2021,35,District of Columbia,All Ages,11.0,14.0,0.0
08/29/2021,09/04/2021,2021,35,District of Columbia,0-17 years,0.0,0.0,0.0
08/29/2021,09/04/2021,2021,35,District of Columbia,18-64 years,,,0.0
08/29/2021,09/04/2021,2021,35,District of Columbia,65 years and over,,,0.0
08/29/2021,09/04/2021,2021,35,Florida,All Ages,2799.0,2218.0,
08/29/2021,09/04/2021,2021,35,Florida,0-17 years,,,0.0
08/29/2021,09/04/2021,2021,35,Florida,18-64 years,1119.0,881.0,
08/29/2021,09/04/2021,2021,35,Florida,65 years and over,1673.0,1332.0,
08/29/2021,09/04/2021,2021,35,Georgia,All Ages,995.0,631.0,
08/29/2021,09/04/2021,2021,35,Georgia,0-17 years,,,0.0
08/29/2021,09/04/2021,2021,35,Georgia,18-64 years,461.0,289.0,
08/29/2021,09/04/2021,2021,35,Georgia,65 years and over,531.0,341.0,
08/29/2021,09/04/2021,2021,35,Hawaii,All Ages,58.0,50.0,0.0
08/29/2021,09/04/2021,2021,35,Hawaii,0-17 years,0.0,0.0,0.0
08/29/2021,09/04/2021,2021,35,Hawaii,18-64 years,33.0,24.0,0.0
08/29/2021,09/04/2021,2021,35,Hawaii,65 years and over,25.0,26.0,0.0
08/29/2021,09/04/2021,2021,35,Idaho,All Ages,85.0,62.0,0.0
08/29/2021,09/04/2021,2021,35,Idaho,0-17 years,0.0,0.0,0.0
08/29/2021,09/04/2021,2021,35,Idaho,18-64 years,26.0,11.0,0.0
08/29/2021,09/04/2021,2021,35,Idaho,65 years and over,59.0,51.0,0.0
08/29/2021,09/04/2021,2021,35,Illinois,All Ages,280.0,277.0,0.0
08/29/2021,09/04/2021,2021,35,Illinois,0-17 years,,,0.0
08/29/2021,09/04/2021,2021,35,Illinois,18-64 years,91.0,81.0,0.0
08/29/2021,09/04/2021,2021,35,Illinois,65 years and over,188.0,194.0,0.0
08/29/2021,09/04/2021,2021,35,Indiana,All Ages,226.0,193.0,0.0
08/29/2021,09/04/2021,2021,35,Indiana,0-17 years,,,0.0
08/29/2021,09/04/2021,2021,35,Indiana,18-64 years,72.0,65.0,0.0
08/29/2021,09/04/2021,2021,35,Indiana,65 years and over,153.0,127.0,0.0
08/29/2021,09/04/2021,2021,35,Iowa,All Ages,77.0,72.0,0.0
08/29/2021,09/04/2021,2021,35,Iowa,0-17 years,0.0,0.0,0.0
08/29/2021,09/04/2021,2021,35,Iowa,18-64 years,21.0,20.0,0.0
08/29/2021,09/04/2021,2021,35,Iowa,65 years and over,56.0,52.0,0.0
08/29/2021,09/04/2021,2021,35,Kansas,All Ages,117.0,98.0,0.0
08/29/2021,09/04/2021,2021,35,Kansas,0-17 years,0.0,0.0,0.0
08/29/2021,09/04/2021,2021,35,Kansas,18-64 years,46.0,34.0,0.0
08/29/2021,09/04/2021,2021,35,Kansas,65 years and over,71.0,64.0,0.0
08/29/2021,09/04/2021,2021,35,Kentucky,All Ages,375.0,316.0,
08/29/2021,09/04/2021,2021,35,Kentucky,0-17 years,0.0,0.0,0.0
08/29/2021,09/04/2021,2021,35,Kentucky,18-64 years,159.0,116.0,0.0
08/29/2021,09/04/2021,2021,35,Kentucky,65 years and over,216.0,200.0,
08/29/2021,09/04/2021,2021,35,Louisiana,All Ages,405.0,281.0,0.0
08/29/2021,09/04/2021,2021,35,Louisiana,0-17 years,,,0.0
08/29/2021,09/04/2021,2021,35,Louisiana,18-64 years,180.0,118.0,0.0
08/29/2021,09/04/2021,2021,35,Louisiana,65 years and over,223.0,161.0,0.0
08/29/2021,09/04/2021,2021,35,Maine,All Ages,19.0,27.0,0.0
08/29/2021,09/04/2021,2021,35,Maine,0-17 years,0.0,0.0,0.0
08/29/2021,09/04/2021,2021,35,Maine,18-64 years,,,0.0
08/29/2021,09/04/2021,2021,35,Maine,65 years and over,13.0,22.0,0.0
08/29/2021,09/04/2021,2021,35,Maryland,All Ages,97.0,86.0,0.0
08/29/2021,09/04/2021,2021,35,Maryland,0-17 years,0.0,0.0,0.0
08/29/2021,09/04/2021,2021,35,Maryland,18-64 years,38.0,26.0,0.0
08/29/2021,09/04/2021,2021,35,Maryland,65 years and over,59.0,60.0,0.0
08/29/2021,09/04/2021,2021,35,Massachusetts,All Ages,64.0,86.0,0.0
08/29/2021,09/04/2021,2021,35,Massachusetts,0-17 years,0.0,0.0,0.0
08/29/2021,09/04/2021,2021,35,Massachusetts,18-64 years,14.0,17.0,0.0
08/29/2021,09/04/2021,2021,35,Massachusetts,65 years and over,50.0,69.0,0.0
08/29/2021,09/04/2021,2021,35,Michigan,All Ages,162.0,172.0,
08/29/2021,09/04/2021,2021,35,Michigan,0-17 years,0.0,0.0,0.0
08/29/2021,09/04/2021,2021,35,Michigan,18-64 years,52.0,52.0,0.0
08/29/2021,09/04/2021,2021,35,Michigan,65 years and over,110.0,120.0,
08/29/2021,09/04/2021,2021,35,Minnesota,All Ages,56.0,80.0,0.0
08/29/2021,09/04/2021,2021,35,Minnesota,0-17 years,0.0,0.0,0.0
08/29/2021,09/04/2021,2021,35,Minnesota,18-64 years,22.0,17.0,0.0
08/29/2021,09/04/2021,2021,35,Minnesota,65 years and over,34.0,63.0,0.0
08/29/2021,09/04/2021,2021,35,Mississippi,All Ages,317.0,223.0,0.0
08/29/2021,09/04/2021,2021,35,Mississippi,0-17 years,0.0,0.0,0.0
08/29/2021,09/04/2021,2021,35,Mississippi,18-64 years,140.0,94.0,0.0
08/29/2021,09/04/2021,2021,35,Mississippi,65 years and over,177.0,129.0,0.0
08/29/2021,09/04/2021,2021,35,Missouri,All Ages,282.0,236.0,
08/29/2021,09/04/2021,2021,35,Missouri,0-17 years,0.0,0.0,0.0
08/29/2021,09/04/2021,2021,35,Missouri,18-64 years,107.0,83.0,0.0
08/29/2021,09/04/2021,2021,35,Missouri,65 years and over,175.0,153.0,
08/29/2021,09/04/2021,2021,35,Montana,All Ages,41.0,34.0,0.0
08/29/2021,09/04/2021,2021,35,Montana,0-17 years,0.0,0.0,0.0
08/29/2021,09/04/2021,2021,35,Montana,18-64 years,15.0,11.0,0.0
08/29/2021,09/04/2021,2021,35,Montana,65 years and over,26.0,23.0,0.0
08/29/2021,09/04/2021,2021,35,Nebraska,All Ages,31.0,32.0,
08/29/2021,09/04/2021,2021,35,Nebraska,0-17 years,0.0,0.0,0.0
08/29/2021,09/04/2021,2021,35,Nebraska,18-64 years,,,0.0
08/29/2021,09/04/2021,2021,35,Nebraska,65 years and over,23.0,25.0,
08/29/2021,09/04/2021,2021,35,Nevada,All Ages,152.0,144.0,0.0
08/29/2021,09/04/2021,2021,35,Nevada,0-17 years,0.0,,0.0
08/29/2021,09/04/2021,2021,35,Nevada,18-64 years,77.0,67.0,0.0
08/29/2021,09/04/2021,2021,35,Nevada,65 years and over,75.0,76.0,0.0
08/29/2021,09/04/2021,2021,35,New Hampshire,All Ages,14.0,10.0,0.0
08/29/2021,09/04/2021,2021,35,New Hampshire,0-17 years,0.0,0.0,0.0
08/29/2021,09/04/2021,2021,35,New Hampshire,18-64 years,,,0.0
08/29/2021,09/04/2021,2021,35,New Hampshire,65 years and over,,,0.0
08/29/2021,09/04/2021,2021,35,New Jersey,All Ages,122.0,135.0,0.0
08/29/2021,09/04/2021,2021,35,New Jersey,0-17 years,0.0,0.0,0.0
08/29/2021,09/04/2021,2021,35,New Jersey,18-64 years,50.0,38.0,0.0
08/29/2021,09/04/2021,2021,35,New Jersey,65 years and over,72.0,97.0,0.0
08/29/2021,09/04/2021,2021,35,New Mexico,All Ages,74.0,66.0,0.0
08/29/2021,09/04/2021,2021,35,New Mexico,0-17 years,0.0,0.0,0.0
08/29/2021,09/04/2021,2021,35,New Mexico,18-64 years,34.0,29.0,0.0
08/29/2021,09/04/2021,2021,35,New Mexico,65 years and over,40.0,37.0,0.0
08/29/2021,09/04/2021,2021,35,New York,All Ages,162.0,201.0,0.0
08/29/2021,09/04/2021,2021,35,New York,0-17 years,0.0,,0.0
08/29/2021,09/04/2021,2021,35,New York,18-64 years,48.0,54.0,0.0
08/29/2021,09/04/2021,2021,35,New York,65 years and over,114.0,146.0,0.0
08/29/2021,09/04/2021,2021,35,New York City,All Ages,90.0,92.0,
08/29/2021,09/04/2021,2021,35,New York City,0-17 years,0.0,,0.0
08/29/2021,09/04/2021,2021,35,New York City,18-64 years,28.0,24.0,
08/29/2021,09/04/2021,2021,35,New York City,65 years and over,62.0,67.0,0.0
08/29/2021,09/04/2021,2021,35,North Carolina,All Ages,640.0,521.0,
08/29/2021,09/04/2021,2021,35,North Carolina,0-17 years,,,0.0
08/29/2021,09/04/2021,2021,35,North Carolina,18-64 years,293.0,214.0,
08/29/2021,09/04/2021,2021,35,North Carolina,65 years and over,346.0,306.0,
08/29/2021,09/04/2021,2021,35,North Dakota,All Ages,,16.0,0.0
08/29/2021,09/04/2021,2021,35,North Dakota,0-17 years,0.0,0.0,0.0
08/29/2021,09/04/2021,2021,35,North Dakota,18-64 years,,,0.0
08/29/2021,09/04/2021,2021,35,North Dakota,65 years and over,,15.0,0.0
08/29/2021,09/04/2021,2021,35,Ohio,All Ages,358.0,312.0,0.0
08/29/2021,09/04/2021,2021,35,Ohio,0-17 years,,,0.0
08/29/2021,09/04/2021,2021,35,Ohio,18-64 years,134.0,110.0,0.0
08/29/2021,09/04/2021,2021,35,Ohio,65 years and over,223.0,200.0,0.0
08/29/2021,09/04/2021,2021,35,Oklahoma,All Ages,361.0,241.0,
08/29/2021,09/04/2021,2021,35,Oklahoma,0-17 years,0.0,0.0,0.0
08/29/2021,09/04/2021,2021,35,Oklahoma,18-64 years,154.0,91.0,
08/29/2021,09/04/2021,2021,35,Oklahoma,65 years and over,207.0,150.0,0.0
08/29/2021,09/04/2021,2021,35,Oregon,All Ages,252.0,148.0,
08/29/2021,09/04/2021,2021,35,Oregon,0-17 years,0.0,0.0,0.0
08/29/2021,09/04/2021,2021,35,Oregon,18-64 years,87.0,47.0,
08/29/2021,09/04/2021,2021,35,Oregon,65 years and over,165.0,101.0,0.0
08/29/2021,09/04/2021,2021,35,Pennsylvania,All Ages,238.0,221.0,0.0
08/29/2021,09/04/2021,2021,35,Pennsylvania,0-17 years,0.0,,0.0
08/29/2021,09/04/2021,2021,35,Pennsylvania,18-64 years,67.0,52.0,0.0
08/29/2021,09/04/2021,2021,35,Pennsylvania,65 years and over,171.0,167.0,0.0
08/29/2021,09/04/2021,2021,35,Rhode Island,All Ages,11.0,17.0,0.0
08/29/2021,09/04/2021,2021,35,Rhode Island,0-17 years,0.0,0.0,0.0
08/29/2021,09/04/2021,2021,35,Rhode Island,18-64 years,,,0.0
08/29/2021,09/04/2021,2021,35,Rhode Island,65 years and over,,13.0,0.0
08/29/2021,09/04/2021,2021,35,South Carolina,All Ages,427.0,227.0,0.0
08/29/2021,09/04/2021,2021,35,South Carolina,0-17 years,,,0.0
08/29/2021,09/04/2021,2021,35,South Carolina,18-64 years,170.0,79.0,0.0
08/29/2021,09/04/2021,2021,35,South Carolina,65 years and over,255.0,147.0,0.0
08/29/2021,09/04/2021,2021,35,South Dakota,All Ages,28.0,29.0,0.0
08/29/2021,09/04/2021,2021,35,South Dakota,0-17 years,0.0,0.0,0.0
