Start Week,End Week,MMWRyear,MMWRweek,Jurisdiction,Age Group,COVID-19 Deaths,Pneumonia Deaths,Influenza Deaths
01/05/2020,01/11/2020,2020,2,Michigan,All Ages,0.0,136.0,10.0
01/05/2020,01/11/2020,2020,2,Michigan,0-17 years,0.0,0.0,0.0
01/05/2020,01/11/2020,2020,2,Michigan,18-64 years,0.0,34.0,
01/05/2020,01/11/2020,2020,2,Michigan,65 years and over,0.0,102.0,
01/05/2020,01/11/2020,2020,2,Minnesota,All Ages,0.0,59.0,
01/05/2020,01/11/2020,2020,2,Minnesota,0-17 years,0.0,,0.0
01/05/2020,01/11/2020,2020,2,Minnesota,18-64 years,0.0,,
01/05/2020,01/11/2020,2020,2,Minnesota,65 years and over,0.0,50.0,
01/05/2020,01/11/2020,2020,2,Mississippi,All Ages,0.0,52.0,
01/05/2020,01/11/2020,2020,2,Mississippi,0-17 years,0.0,0.0,0.0
01/05/2020,01/11/2020,2020,2,Mississippi,18-64 years,0.0,11.0,0.0
01/05/2020,01/11/2020,2020,2,Mississippi,65 years and over,0.0,41.0,
01/05/2020,01/11/2020,2020,2,Missouri,All Ages,0.0,76.0,10.0
01/05/2020,01/11/2020,2020,2,Missouri,0-17 years,0.0,0.0,0.0
01/05/2020,01/11/2020,2020,2,Missouri,18-64 years,0.0,15.0,
01/05/2020,01/11/2020,2020,2,Missouri,65 years and over,0.0,61.0,
01/05/2020,01/11/2020,2020,2,Montana,All Ages,0.0,12.0,
01/05/2020,01/11/2020,2020,2,Montana,0-17 years,0.0,0.0,0.0
01/05/2020,01/11/2020,2020,2,Montana,18-64 years,0.0,0.0,
01/05/2020,01/11/2020,2020,2,Montana,65 years and over,0.0,12.0,
01/05/2020,01/11/2020,2020,2,Nebraska,All Ages,0.0,34.0,
01/05/2020,01/11/2020,2020,2,Nebraska,0-17 years,0.0,0.0,
01/05/2020,01/11/2020,2020,2,Nebraska,18-64 years,0.0,,
01/05/2020,01/11/2020,2020,2,Nebraska,65 years and over,0.0,33.0,
01/05/2020,01/11/2020,2020,2,Nevada,All Ages,0.0,30.0,
01/05/2020,01/11/2020,2020,2,Nevada,0-17 years,0.0,,0.0
01/05/2020,01/11/2020,2020,2,Nevada,18-64 years,0.0,,
01/05/2020,01/11/2020,2020,2,Nevada,65 years and over,0.0,22.0,
01/05/2020,01/11/2020,2020,2,New Hampshire,All Ages,0.0,18.0,
01/05/2020,01/11/2020,2020,2,New Hampshire,0-17 years,0.0,,0.0
01/05/2020,01/11/2020,2020,2,New Hampshire,18-64 years,0.0,,
01/05/2020,01/11/2020,2020,2,New Hampshire,65 years and over,0.0,14.0,
01/05/2020,01/11/2020,2020,2,New Jersey,All Ages,0.0,98.0,
01/05/2020,01/11/2020,2020,2,New Jersey,0-17 years,0.0,,0.0
01/05/2020,01/11/2020,2020,2,New Jersey,18-64 years,0.0,12.0,
01/05/2020,01/11/2020,2020,2,New Jersey,65 years and over,0.0,85.0,
01/05/2020,01/11/2020,2020,2,New Mexico,All Ages,0.0,26.0,
01/05/2020,01/11/2020,2020,2,New Mexico,0-17 years,0.0,0.0,0.0
01/05/2020,01/11/2020,2020,2,New Mexico,18-64 years,0.0,,
01/05/2020,01/11/2020,2020,2,New Mexico,65 years and over,0.0,18.0,
01/05/2020,01/11/2020,2020,2,New York,All Ages,0.0,182.0,15.0
01/05/2020,01/11/2020,2020,2,New York,0-17 years,0.0,0.0,
01/05/2020,01/11/2020,2020,2,New York,18-64 years,0.0,20.0,
01/05/2020,01/11/2020,2020,2,New York,65 years and over,0.0,162.0,11.0
01/05/2020,01/11/2020,2020,2,New York City,All Ages,0.0,92.0,
01/05/2020,01/11/2020,2020,2,New York City,0-17 years,0.0,0.0,0.0
01/05/2020,01/11/2020,2020,2,New York City,18-64 years,0.0,26.0,
01/05/2020,01/11/2020,2020,2,New York City,65 years and over,0.0,66.0,
01/05/2020,01/11/2020,2020,2,North Carolina,All Ages,0.0,129.0,18.0
01/05/2020,01/11/2020,2020,2,North Carolina,0-17 years,0.0,,
01/05/2020,01/11/2020,2020,2,North Carolina,18-64 years,0.0,22.0,
01/05/2020,01/11/2020,2020,2,North Carolina,65 years and over,0.0,106.0,
01/05/2020,01/11/2020,2020,2,North Dakota,All Ages,0.0,,
01/05/2020,01/11/2020,2020,2,North Dakota,0-17 years,0.0,0.0,0.0
01/05/2020,01/11/2020,2020,2,North Dakota,18-64 years,0.0,0.0,
01/05/2020,01/11/2020,2020,2,North Dakota,65 years and over,0.0,,
01/05/2020,01/11/2020,2020,2,Ohio,All Ages,0.0,159.0,13.0
01/05/2020,01/11/2020,2020,2,Ohio,0-17 years,0.0,,0.0
01/05/2020,01/11/2020,2020,2,Ohio,18-64 years,0.0,41.0,
01/05/2020,01/11/2020,2020,2,Ohio,65 years and over,0.0,117.0,
01/05/2020,01/11/2020,2020,2,Oklahoma,All Ages,0.0,69.0,
01/05/2020,01/11/2020,2020,2,Oklahoma,0-17 years,0.0,0.0,
01/05/2020,01/11/2020,2020,2,Oklahoma,18-64 years,0.0,12.0,
01/05/2020,01/11/2020,2020,2,Oklahoma,65 years and over,0.0,57.0,
01/05/2020,01/11/2020,2020,2,Oregon,All Ages,0.0,38.0,
01/05/2020,01/11/2020,2020,2,Oregon,0-17 years,0.0,0.0,0.0
01/05/2020,01/11/2020,2020,2,Oregon,18-64 years,0.0,,
01/05/2020,01/11/2020,2020,2,Oregon,65 years and over,0.0,34.0,
01/05/2020,01/11/2020,2020,2,Pennsylvania,All Ages,0.0,153.0,19.0
01/05/2020,01/11/2020,2020,2,Pennsylvania,0-17 years,0.0,,0.0
01/05/2020,01/11/2020,2020,2,Pennsylvania,18-64 years,0.0,24.0,
01/05/2020,01/11/2020,2020,2,Pennsylvania,65 years and over,0.0,128.0,15.0
01/05/2020,01/11/2020,2020,2,Rhode Island,All Ages,0.0,18.0,
01/05/2020,01/11/2020,2020,2,Rhode Island,0-17 years,0.0,0.0,0.0
01/05/2020,01/11/2020,2020,2,Rhode Island,18-64 years,0.0,,
01/05/2020,01/11/2020,2020,2,Rhode Island,65 years and over,0.0,15.0,
01/05/2020,01/11/2020,2020,2,South Carolina,All Ages,0.0,69.0,10.0
01/05/2020,01/11/2020,2020,2,South Carolina,0-17 years,0.0,0.0,0.0
01/05/2020,01/11/2020,2020,2,South Carolina,18-64 years,0.0,16.0,
01/05/2020,01/11/2020,2020,2,South Carolina,65 years and over,0.0,53.0,
01/05/2020,01/11/2020,2020,2,South Dakota,All Ages,0.0,14.0,
01/05/2020,01/11/2020,2020,2,South Dakota,0-17 years,0.0,0.0,0.0
01/05/2020,01/11/2020,2020,2,South Dakota,18-64 years,0.0,,0.0
01/05/2020,01/11/2020,2020,2,South Dakota,65 years and over,0.0,13.0,
01/05/2020,01/11/2020,2020,2,Tennessee,All Ages,0.0,145.0,27.0
01/05/2020,01/11/2020,2020,2,Tennessee,0-17 years,0.0,0.0,
01/05/2020,01/11/2020,2020,2,Tennessee,18-64 years,0.0,28.0,10.0
01/05/2020,01/11/2020,2020,2,Tennessee,65 years and over,0.0,117.0,16.0
01/05/2020,01/11/2020,2020,2,Texas,All Ages,0.0,363.0,52.0
01/05/2020,01/11/2020,2020,2,Texas,0-17 years,0.0,,
01/05/2020,01/11/2020,2020,2,Texas,18-64 years,0.0,83.0,26.0
01/05/2020,01/11/2020,2020,2,Texas,65 years and over,0.0,279.0,24.0
01/05/2020,01/11/2020,2020,2,Utah,All Ages,0.0,24.0,0.0
01/05/2020,01/11/2020,2020,2,Utah,0-17 years,0.0,0.0,0.0
01/05/2020,01/11/2020,2020,2,Utah,18-64 years,0.0,,0.0
01/05/2020,01/11/2020,2020,2,Utah,65 years and over,0.0,19.0,0.0
01/05/2020,01/11/2020,2020,2,Vermont,All Ages,0.0,,0.0
01/05/2020,01/11/2020,2020,2,Vermont,0-17 years,0.0,0.0,0.0
01/05/2020,01/11/2020,2020,2,Vermont,18-64 years,0.0,0.0,0.0
01/05/2020,01/11/2020,2020,2,Vermont,65 years and over,0.0,,0.0
01/05/2020,01/11/2020,2020,2,Virginia,All Ages,0.0,89.0,
01/05/2020,01/11/2020,2020,2,Virginia,0-17 years,0.0,0.0,0.0
01/05/2020,01/11/2020,2020,2,Virginia,18-64 years,0.0,14.0,
01/05/2020,01/11/2020,2020,2,Virginia,65 years and over,0.0,75.0,
01/05/2020,01/11/2020,2020,2,Washington,All Ages,0.0,79.0,12.0
01/05/2020,01/11/2020,2020,2,Washington,0-17 years,0.0,0.0,
01/05/2020,01/11/2020,2020,2,Washington,18-64 years,0.0,14.0,
01/05/2020,01/11/2020,2020,2,Washington,65 years and over,0.0,65.0,
01/05/2020,01/11/2020,2020,2,West Virginia,All Ages,0.0,38.0,
01/05/2020,01/11/2020,2020,2,West Virginia,0-17 years,0.0,0.0,0.0
01/05/2020,01/11/2020,2020,2,West Virginia,18-64 years,0.0,,
01/05/2020,01/11/2020,2020,2,West Virginia,65 years and over,0.0,34.0,
01/05/2020,01/11/2020,2020,2,Wisconsin,All Ages,0.0,61.0,
01/05/2020,01/11/2020,2020,2,Wisconsin,0-17 years,0.0,,0.0
01/05/2020,01/11/2020,2020,2,Wisconsin,18-64 years,0.0,10.0,
01/05/2020,01/11/2020,2020,2,Wisconsin,65 years and over,0.0,50.0,
01/05/2020,01/11/2020,2020,2,Wyoming,All Ages,0.0,,0.0
01/05/2020,01/11/2020,2020,2,Wyoming,0-17 years,0.0,0.0,0.0
01/05/2020,01/11/2020,2020,2,Wyoming,18-64 years,0.0,,0.0
01/05/2020,01/11/2020,2020,2,Wyoming,65 years and over,0.0,,0.0
01/05/2020,01/11/2020,2020,2,HHS Region 1,All Ages,0.0,183.0,22.0
01/05/2020,01/11/2020,2020,2,HHS Region 1,0-17 years,0.0,,0.0
01/05/2020,01/11/2020,2020,2,HHS Region 1,18-64 years,0.0,20.0,
01/05/2020,01/11/2020,2020,2,HHS Region 1,65 years and over,0.0,161.0,16.0
01/05/2020,01/11/2020,2020,2,HHS Region 2,All Ages,0.0,372.0,28.0
01/05/2020,01/11/2020,2020,2,HHS Region 2,0-17 years,0.0,,
01/05/2020,01/11/2020,2020,2,HHS Region 2,18-64 years,0.0,58.0,
01/05/2020,01/11/2020,2020,2,HHS Region 2,65 years and over,0.0,313.0,20.0
01/05/2020,01/11/2020,2020,2,HHS Region 3,All Ages,0.0,378.0,31.0
01/05/2020,01/11/2020,2020,2,HHS Region 3,0-17 years,0.0,,0.0
01/05/2020,01/11/2020,2020,2,HHS Region 3,18-64 years,0.0,60.0,
01/05/2020,01/11/2020,2020,2,HHS Region 3,65 years and over,0.0,315.0,22.0
01/05/2020,01/11/2020,2020,2,HHS Region 4,All Ages,0.0,940.0,122.0
01/05/2020,01/11/2020,2020,2,HHS Region 4,0-17 years,0.0,,
01/05/2020,01/11/2020,2020,2,HHS Region 4,18-64 years,0.0,171.0,58.0
01/05/2020,01/11/2020,2020,2,HHS Region 4,65 years and over,0.0,764.0,59.0
01/05/2020,01/11/2020,2020,2,HHS Region 5,All Ages,0.0,680.0,66.0
01/05/2020,01/11/2020,2020,2,HHS Region 5,0-17 years,0.0,,0.0
01/05/2020,01/11/2020,2020,2,HHS Region 5,18-64 years,0.0,138.0,18.0
01/05/2020,01/11/2020,2020,2,HHS Region 5,65 years and over,0.0,538.0,48.0
01/05/2020,01/11/2020,2020,2,HHS Region 6,All Ages,0.0,572.0,80.0
01/05/2020,01/11/2020,2020,2,HHS Region 6,0-17 years,0.0,,
01/05/2020,01/11/2020,2020,2,HHS Region 6,18-64 years,0.0,122.0,42.0
01/05/2020,01/11/2020,2020,2,HHS Region 6,65 years and over,0.0,448.0,35.0
01/05/2020,01/11/2020,2020,2,HHS Region 7,All Ages,,200.0,25.0
01/05/2020,01/11/2020,2020,2,HHS Region 7,0-17 years,0.0,0.0,
01/05/2020,01/11/2020,2020,2,HHS Region 7,18-64 years,0.0,24.0,
01/05/2020,01/11/2020,2020,2,HHS Region 7,65 years and over,,176.0,16.0
01/05/2020,01/11/2020,2020,2,HHS Region 8,All Ages,0.0,114.0,15.0
01/05/2020,01/11/2020,2020,2,HHS Region 8,0-17 years,0.0,0.0,0.0
01/05/2020,01/11/2020,2020,2,HHS Region 8,18-64 years,0.0,21.0,
01/05/2020,01/11/2020,2020,2,HHS Region 8,65 years and over,0.0,93.0,
01/05/2020,01/11/2020,2020,2,HHS Region 9,All Ages,0.0,561.0,63.0
01/05/2020,01/11/2020,2020,2,HHS Region 9,0-17 years,0.0,,
01/05/2020,01/11/2020,2020,2,HHS Region 9,18-64 years,0.0,120.0,25.0
01/05/2020,01/11/2020,2020,2,HHS Region 9,65 years and over,0.0,434.0,37.0
01/05/2020,01/11/2020,2020,2,HHS Region 10,All Ages,0.0,137.0,20.0
01/05/2020,01/11/2020,2020,2,HHS Region 10,0-17 years,0.0,,
01/05/2020,01/11/2020,2020,2,HHS Region 10,18-64 years,0.0,22.0,
01/05/2020,01/11/2020,2020,2,HHS Region 10,65 years and over,0.0,114.0,10.0
01/12/2020,01/18/2020,2020,3,United States,All Ages,2.0,4057.0,465.0
01/12/2020,01/18/2020,2020,3,United States,0-17 years,0.0,23.0,12.0
01/12/2020,01/18/2020,2020,3,United States,18-64 years,0.0,796.0,186.0
01/12/2020,01/18/2020,2020,3,United States,65 years and over,2.0,3238.0,267.0
01/12/2020,01/18/2020,2020,3,Alabama,All Ages,0.0,63.0,
01/12/2020,01/18/2020,2020,3,Alabama,0-17 years,0.0,,0.0
01/12/2020,01/18/2020,2020,3,Alabama,18-64 years,0.0,14.0,
01/12/2020,01/18/2020,2020,3,Alabama,65 years and over,0.0,48.0,
01/12/2020,01/18/2020,2020,3,Alaska,All Ages,0.0,,0.0
01/12/2020,01/18/2020,2020,3,Alaska,0-17 years,0.0,0.0,0.0
01/12/2020,01/18/2020,2020,3,Alaska,18-64 years,0.0,,0.0
01/12/2020,01/18/2020,2020,3,Alaska,65 years and over,0.0,,0.0
01/12/2020,01/18/2020,2020,3,Arizona,All Ages,0.0,67.0,
01/12/2020,01/18/2020,2020,3,Arizona,0-17 years,0.0,,0.0
01/12/2020,01/18/2020,2020,3,Arizona,18-64 years,0.0,11.0,
01/12/2020,01/18/2020,2020,3,Arizona,65 years and over,0.0,55.0,
01/12/2020,01/18/2020,2020,3,Arkansas,All Ages,0.0,42.0,
01/12/2020,01/18/2020,2020,3,Arkansas,0-17 years,0.0,0.0,0.0
01/12/2020,01/18/2020,2020,3,Arkansas,18-64 years,0.0,16.0,
01/12/2020,01/18/2020,2020,3,Arkansas,65 years and over,0.0,26.0,
01/12/2020,01/18/2020,2020,3,California,All Ages,,505.0,66.0
01/12/2020,01/18/2020,2020,3,California,0-17 years,0.0,,
01/12/2020,01/18/2020,2020,3,California,18-64 years,0.0,101.0,28.0
01/12/2020,01/18/2020,2020,3,California,65 years and over,,402.0,37.0
01/12/2020,01/18/2020,2020,3,Colorado,All Ages,0.0,57.0,
01/12/2020,01/18/2020,2020,3,Colorado,0-17 years,0.0,0.0,0.0
01/12/2020,01/18/2020,2020,3,Colorado,18-64 years,0.0,15.0,
01/12/2020,01/18/2020,2020,3,Colorado,65 years and over,0.0,42.0,
01/12/2020,01/18/2020,2020,3,Connecticut,All Ages,0.0,39.0,
01/12/2020,01/18/2020,2020,3,Connecticut,0-17 years,0.0,,0.0
01/12/2020,01/18/2020,2020,3,Connecticut,18-64 years,0.0,,
01/12/2020,01/18/2020,2020,3,Connecticut,65 years and over,0.0,31.0,
01/12/2020,01/18/2020,2020,3,Delaware,All Ages,0.0,,
01/12/2020,01/18/2020,2020,3,Delaware,0-17 years,0.0,0.0,0.0
01/12/2020,01/18/2020,2020,3,Delaware,18-64 years,0.0,,
01/12/2020,01/18/2020,2020,3,Delaware,65 years and over,0.0,,
01/12/2020,01/18/2020,2020,3,District of Columbia,All Ages,0.0,,
01/12/2020,01/18/2020,2020,3,District of Columbia,0-17 years,0.0,0.0,0.0
01/12/2020,01/18/2020,2020,3,District of Columbia,18-64 years,0.0,,0.0
01/12/2020,01/18/2020,2020,3,District of Columbia,65 years and over,0.0,,
01/12/2020,01/18/2020,2020,3,Florida,All Ages,0.0,250.0,37.0
01/12/2020,01/18/2020,2020,3,Florida,0-17 years,0.0,,0.0
01/12/2020,01/18/2020,2020,3,Florida,18-64 years,0.0,52.0,14.0
01/12/2020,01/18/2020,2020,3,Florida,65 years and over,0.0,197.0,23.0
01/12/2020,01/18/2020,2020,3,Georgia,All Ages,0.0,97.0,22.0
01/12/2020,01/18/2020,2020,3,Georgia,0-17 years,0.0,0.0,0.0
01/12/2020,01/18/2020,2020,3,Georgia,18-64 years,0.0,29.0,14.0
01/12/2020,01/18/2020,2020,3,Georgia,65 years and over,0.0,68.0,
01/12/2020,01/18/2020,2020,3,Hawaii,All Ages,0.0,22.0,
01/12/2020,01/18/2020,2020,3,Hawaii,0-17 years,0.0,,0.0
01/12/2020,01/18/2020,2020,3,Hawaii,18-64 years,0.0,,0.0
01/12/2020,01/18/2020,2020,3,Hawaii,65 years and over,0.0,20.0,
01/12/2020,01/18/2020,2020,3,Idaho,All Ages,0.0,16.0,
01/12/2020,01/18/2020,2020,3,Idaho,0-17 years,0.0,0.0,0.0
01/12/2020,01/18/2020,2020,3,Idaho,18-64 years,0.0,,
01/12/2020,01/18/2020,2020,3,Idaho,65 years and over,0.0,14.0,0.0
01/12/2020,01/18/2020,2020,3,Illinois,All Ages,0.0,147.0,
01/12/2020,01/18/2020,2020,3,Illinois,0-17 years,0.0,0.0,0.0
01/12/2020,01/18/2020,2020,3,Illinois,18-64 years,0.0,26.0,
01/12/2020,01/18/2020,2020,3,Illinois,65 years and over,0.0,121.0,
01/12/2020,01/18/2020,2020,3,Indiana,All Ages,0.0,101.0,
01/12/2020,01/18/2020,2020,3,Indiana,0-17 years,0.0,,
01/12/2020,01/18/2020,2020,3,Indiana,18-64 years,0.0,10.0,0.0
01/12/2020,01/18/2020,2020,3,Indiana,65 years and over,0.0,90.0,
01/12/2020,01/18/2020,2020,3,Iowa,All Ages,0.0,52.0,
01/12/2020,01/18/2020,2020,3,Iowa,0-17 years,0.0,0.0,0.0
01/12/2020,01/18/2020,2020,3,Iowa,18-64 years,0.0,,0.0
01/12/2020,01/18/2020,2020,3,Iowa,65 years and over,0.0,46.0,
01/12/2020,01/18/2020,2020,3,Kansas,All Ages,0.0,41.0,
01/12/2020,01/18/2020,2020,3,Kansas,0-17 years,0.0,0.0,0.0
01/12/2020,01/18/2020,2020,3,Kansas,18-64 years,0.0,,
01/12/2020,01/18/2020,2020,3,Kansas,65 years and over,0.0,32.0,
01/12/2020,01/18/2020,2020,3,Kentucky,All Ages,0.0,98.0,17.0
01/12/2020,01/18/2020,2020,3,Kentucky,0-17 years,0.0,,0.0
01/12/2020,01/18/2020,2020,3,Kentucky,18-64 years,0.0,21.0,
01/12/2020,01/18/2020,2020,3,Kentucky,65 years and over,0.0,75.0,11.0
01/12/2020,01/18/2020,2020,3,Louisiana,All Ages,0.0,47.0,
01/12/2020,01/18/2020,2020,3,Louisiana,0-17 years,0.0,0.0,
01/12/2020,01/18/2020,2020,3,Louisiana,18-64 years,0.0,13.0,
01/12/2020,01/18/2020,2020,3,Louisiana,65 years and over,0.0,34.0,
01/12/2020,01/18/2020,2020,3,Maine,All Ages,0.0,27.0,
01/12/2020,01/18/2020,2020,3,Maine,0-17 years,0.0,0.0,0.0
01/12/2020,01/18/2020,2020,3,Maine,18-64 years,0.0,,
01/12/2020,01/18/2020,2020,3,Maine,65 years and over,0.0,24.0,0.0
01/12/2020,01/18/2020,2020,3,Maryland,All Ages,0.0,92.0,
01/12/2020,01/18/2020,2020,3,Maryland,0-17 years,0.0,0.0,
01/12/2020,01/18/2020,2020,3,Maryland,18-64 years,0.0,18.0,
01/12/2020,01/18/2020,2020,3,Maryland,65 years and over,0.0,74.0,
01/12/2020,01/18/2020,2020,3,Massachusetts,All Ages,0.0,92.0,11.0
01/12/2020,01/18/2020,2020,3,Massachusetts,0-17 years,0.0,0.0,0.0
01/12/2020,01/18/2020,2020,3,Massachusetts,18-64 years,0.0,,
01/12/2020,01/18/2020,2020,3,Massachusetts,65 years and over,0.0,87.0,
01/12/2020,01/18/2020,2020,3,Michigan,All Ages,0.0,118.0,
01/12/2020,01/18/2020,2020,3,Michigan,0-17 years,0.0,0.0,0.0
01/12/2020,01/18/2020,2020,3,Michigan,18-64 years,0.0,25.0,
01/12/2020,01/18/2020,2020,3,Michigan,65 years and over,0.0,93.0,
01/12/2020,01/18/2020,2020,3,Minnesota,All Ages,0.0,65.0,
01/12/2020,01/18/2020,2020,3,Minnesota,0-17 years,0.0,,0.0
01/12/2020,01/18/2020,2020,3,Minnesota,18-64 years,0.0,,
01/12/2020,01/18/2020,2020,3,Minnesota,65 years and over,0.0,56.0,
01/12/2020,01/18/2020,2020,3,Mississippi,All Ages,0.0,46.0,
01/12/2020,01/18/2020,2020,3,Mississippi,0-17 years,0.0,0.0,0.0
01/12/2020,01/18/2020,2020,3,Mississippi,18-64 years,0.0,,0.0
01/12/2020,01/18/2020,2020,3,Mississippi,65 years and over,0.0,38.0,
01/12/2020,01/18/2020,2020,3,Missouri,All Ages,0.0,81.0,
01/12/2020,01/18/2020,2020,3,Missouri,0-17 years,0.0,0.0,0.0
01/12/2020,01/18/2020,2020,3,Missouri,18-64 years,0.0,17.0,
01/12/2020,01/18/2020,2020,3,Missouri,65 years and over,0.0,64.0,
01/12/2020,01/18/2020,2020,3,Montana,All Ages,0.0,12.0,0.0
01/12/2020,01/18/2020,2020,3,Montana,0-17 years,0.0,0.0,0.0
01/12/2020,01/18/2020,2020,3,Montana,18-64 years,0.0,,0.0
01/12/2020,01/18/2020,2020,3,Montana,65 years and over,0.0,10.0,0.0
01/12/2020,01/18/2020,2020,3,Nebraska,All Ages,0.0,32.0,
01/12/2020,01/18/2020,2020,3,Nebraska,0-17 years,0.0,0.0,0.0
01/12/2020,01/18/2020,2020,3,Nebraska,18-64 years,0.0,,
01/12/2020,01/18/2020,2020,3,Nebraska,65 years and over,0.0,25.0,
01/12/2020,01/18/2020,2020,3,Nevada,All Ages,0.0,36.0,
01/12/2020,01/18/2020,2020,3,Nevada,0-17 years,0.0,0.0,0.0
01/12/2020,01/18/2020,2020,3,Nevada,18-64 years,0.0,10.0,
01/12/2020,01/18/2020,2020,3,Nevada,65 years and over,0.0,26.0,
01/12/2020,01/18/2020,2020,3,New Hampshire,All Ages,0.0,15.0,
01/12/2020,01/18/2020,2020,3,New Hampshire,0-17 years,0.0,0.0,0.0
01/12/2020,01/18/2020,2020,3,New Hampshire,18-64 years,0.0,,0.0
01/12/2020,01/18/2020,2020,3,New Hampshire,65 years and over,0.0,14.0,
01/12/2020,01/18/2020,2020,3,New Jersey,All Ages,0.0,84.0,16.0
01/12/2020,01/18/2020,2020,3,New Jersey,0-17 years,0.0,0.0,0.0
01/12/2020,01/18/2020,2020,3,New Jersey,18-64 years,0.0,12.0,
01/12/2020,01/18/2020,2020,3,New Jersey,65 years and over,0.0,72.0,11.0
01/12/2020,01/18/2020,2020,3,New Mexico,All Ages,0.0,26.0,
01/12/2020,01/18/2020,2020,3,New Mexico,0-17 years,0.0,,0.0
01/12/2020,01/18/2020,2020,3,New Mexico,18-64 years,0.0,,
01/12/2020,01/18/2020,2020,3,New Mexico,65 years and over,0.0,20.0,
01/12/2020,01/18/2020,2020,3,New York,All Ages,0.0,187.0,21.0
01/12/2020,01/18/2020,2020,3,New York,0-17 years,0.0,,
01/12/2020,01/18/2020,2020,3,New York,18-64 years,0.0,32.0,
01/12/2020,01/18/2020,2020,3,New York,65 years and over,0.0,153.0,13.0
01/12/2020,01/18/2020,2020,3,New York City,All Ages,0.0,99.0,18.0
01/12/2020,01/18/2020,2020,3,New York City,0-17 years,0.0,,0.0
01/12/2020,01/18/2020,2020,3,New York City,18-64 years,0.0,19.0,
01/12/2020,01/18/2020,2020,3,New York City,65 years and over,0.0,79.0,10.0
01/12/2020,01/18/2020,2020,3,North Carolina,All Ages,0.0,137.0,12.0
01/12/2020,01/18/2020,2020,3,North Carolina,0-17 years,0.0,,0.0
01/12/2020,01/18/2020,2020,3,North Carolina,18-64 years,0.0,23.0,
01/12/2020,01/18/2020,2020,3,North Carolina,65 years and over,0.0,113.0,
01/12/2020,01/18/2020,2020,3,North Dakota,All Ages,0.0,,0.0
01/12/2020,01/18/2020,2020,3,North Dakota,0-17 years,0.0,0.0,0.0
01/12/2020,01/18/2020,2020,3,North Dakota,18-64 years,0.0,,0.0
01/12/2020,01/18/2020,2020,3,North Dakota,65 years and over,0.0,,0.0
01/12/2020,01/18/2020,2020,3,Ohio,All Ages,0.0,156.0,10.0
01/12/2020,01/18/2020,2020,3,Ohio,0-17 years,0.0,,0.0
01/12/2020,01/18/2020,2020,3,Ohio,18-64 years,0.0,30.0,
01/12/2020,01/18/2020,2020,3,Ohio,65 years and over,0.0,123.0,
01/12/2020,01/18/2020,2020,3,Oklahoma,All Ages,,76.0,
01/12/2020,01/18/2020,2020,3,Oklahoma,0-17 years,0.0,0.0,0.0
01/12/2020,01/18/2020,2020,3,Oklahoma,18-64 years,0.0,20.0,0.0
01/12/2020,01/18/2020,2020,3,Oklahoma,65 years and over,,56.0,
01/12/2020,01/18/2020,2020,3,Oregon,All Ages,0.0,51.0,
01/12/2020,01/18/2020,2020,3,Oregon,0-17 years,0.0,0.0,
01/12/2020,01/18/2020,2020,3,Oregon,18-64 years,0.0,,
01/12/2020,01/18/2020,2020,3,Oregon,65 years and over,0.0,46.0,
01/12/2020,01/18/2020,2020,3,Pennsylvania,All Ages,0.0,162.0,14.0
01/12/2020,01/18/2020,2020,3,Pennsylvania,0-17 years,0.0,0.0,0.0
01/12/2020,01/18/2020,2020,3,Pennsylvania,18-64 years,0.0,27.0,
01/12/2020,01/18/2020,2020,3,Pennsylvania,65 years and over,0.0,135.0,10.0
01/12/2020,01/18/2020,2020,3,Rhode Island,All Ages,0.0,,
01/12/2020,01/18/2020,2020,3,Rhode Island,0-17 years,0.0,0.0,0.0
01/12/2020,01/18/2020,2020,3,Rhode Island,18-64 years,0.0,0.0,0.0
01/12/2020,01/18/2020,2020,3,Rhode Island,65 years and over,0.0,,
01/12/2020,01/18/2020,2020,3,South Carolina,All Ages,0.0,74.0,10.0
01/12/2020,01/18/2020,2020,3,South Carolina,0-17 years,0.0,0.0,0.0
01/12/2020,01/18/2020,2020,3,South Carolina,18-64 years,0.0,23.0,
01/12/2020,01/18/2020,2020,3,South Carolina,65 years and over,0.0,51.0,
01/12/2020,01/18/2020,2020,3,South Dakota,All Ages,0.0,15.0,
01/12/2020,01/18/2020,2020,3,South Dakota,0-17 years,0.0,0.0,0.0
01/12/2020,01/18/2020,2020,3,South Dakota,18-64 years,0.0,,
01/12/2020,01/18/2020,2020,3,South Dakota,65 years and over,0.0,12.0,0.0
01/12/2020,01/18/2020,2020,3,Tennessee,All Ages,0.0,132.0,16.0
01/12/2020,01/18/2020,2020,3,Tennessee,0-17 years,0.0,,
01/12/2020,01/18/2020,2020,3,Tennessee,18-64 years,0.0,28.0,
01/12/2020,01/18/2020,2020,3,Tennessee,65 years and over,0.0,102.0,
01/12/2020,01/18/2020,2020,3,Texas,All Ages,0.0,292.0,43.0
01/12/2020,01/18/2020,2020,3,Texas,0-17 years,0.0,,
01/12/2020,01/18/2020,2020,3,Texas,18-64 years,0.0,77.0,14.0
01/12/2020,01/18/2020,2020,3,Texas,65 years and over,0.0,214.0,27.0
01/12/2020,01/18/2020,2020,3,Utah,All Ages,0.0,19.0,
01/12/2020,01/18/2020,2020,3,Utah,0-17 years,0.0,0.0,0.0
01/12/2020,01/18/2020,2020,3,Utah,18-64 years,0.0,,
